name,size
java.util.Calendar.Builder,45355.0
java.util.Calendar,179084.0
java.util.Collection,63056.0
java.util.Collections,178171.0
java.util.Comparator,59227.0
java.util.concurrent,
java.util.concurrent.AbstractExecutorService,41895.0
java.util.concurrent.ArrayBlockingQueue,71548.0
java.util.concurrent.atomic,
java.util.concurrent.atomic.AtomicBoolean,19384.0
java.util.concurrent.atomic.AtomicInteger,36886.0
java.util.concurrent.atomic.AtomicIntegerArray,34818.0
java.util.concurrent.atomic.AtomicIntegerFieldUpdater,42839.0
java.util.concurrent.atomic.AtomicLong,36826.0
java.util.concurrent.atomic.AtomicLongArray,34754.0
java.util.concurrent.atomic.AtomicLongFieldUpdater,42658.0
java.util.concurrent.atomic.AtomicMarkableReference,23635.0
java.util.concurrent.atomic.AtomicReference,31478.0
java.util.concurrent.atomic.AtomicReferenceArray,35043.0
java.util.concurrent.atomic.AtomicReferenceFieldUpdater,40864.0
java.util.concurrent.atomic.AtomicStampedReference,23484.0
java.util.concurrent.atomic.DoubleAccumulator,25228.0
java.util.concurrent.atomic.DoubleAdder,23674.0
java.util.concurrent.atomic.LongAccumulator,25356.0
java.util.concurrent.atomic.LongAdder,24771.0
java.util.concurrent.BlockingDeque,95136.0
java.util.concurrent.BlockingQueue,44846.0
java.util.concurrent.BrokenBarrierException,13294.0
java.util.concurrent.Callable,11102.0
java.util.concurrent.CancellationException,13566.0
java.util.concurrent.CompletableFuture.AsynchronousCompletionTask,7644.0
java.util.concurrent.CompletableFuture,186898.0
java.util.concurrent.CompletionException,16557.0
java.util.concurrent.CompletionService,20087.0
java.util.concurrent.CompletionStage,115514.0
java.util.concurrent.ConcurrentHashMap,207497.0
java.util.concurrent.ConcurrentHashMap.KeySetView,58242.0
java.util.concurrent.ConcurrentLinkedDeque,91451.0
java.util.concurrent.ConcurrentLinkedQueue,50617.0
java.util.concurrent.ConcurrentMap,61075.0
java.util.concurrent.ConcurrentNavigableMap,55603.0
java.util.concurrent.ConcurrentSkipListMap,187419.0
java.util.concurrent.ConcurrentSkipListSet,103952.0
java.util.concurrent.CopyOnWriteArrayList,98649.0
java.util.concurrent.CopyOnWriteArraySet,64887.0
java.util.concurrent.CountDownLatch,24747.0
java.util.concurrent.CountedCompleter,65441.0
java.util.concurrent.CyclicBarrier,30973.0
java.util.concurrent.Delayed,10850.0
java.util.concurrent.DelayQueue,61308.0
java.util.concurrent.Exchanger,20688.0
java.util.concurrent.ExecutionException,16505.0
java.util.concurrent.Executor,13814.0
java.util.concurrent.ExecutorCompletionService,30763.0
java.util.concurrent.Executors,59284.0
java.util.concurrent.ExecutorService,43148.0
java.util.concurrent.ForkJoinPool.ForkJoinWorkerThreadFactory,10730.0
java.util.concurrent.ForkJoinPool,87843.0
java.util.concurrent.ForkJoinPool.ManagedBlocker,12962.0
java.util.concurrent.ForkJoinTask,82817.0
java.util.concurrent.ForkJoinWorkerThread,23995.0
java.util.concurrent.Future,20372.0
java.util.concurrent.FutureTask,33548.0
java.util.concurrent.LinkedBlockingDeque,147048.0
java.util.concurrent.LinkedBlockingQueue,66916.0
java.util.concurrent.LinkedTransferQueue,72791.0
java.util.concurrent.locks,
java.util.concurrent.locks.AbstractOwnableSynchronizer,14835.0
java.util.concurrent.locks.AbstractQueuedLongSynchronizer.ConditionObject,34389.0
java.util.concurrent.locks.AbstractQueuedLongSynchronizer,69366.0
java.util.concurrent.locks.AbstractQueuedSynchronizer.ConditionObject,33954.0
java.util.concurrent.locks.AbstractQueuedSynchronizer,81713.0
java.util.concurrent.locks.Condition,36232.0
java.util.concurrent.locks.Lock,28286.0
java.util.concurrent.locks.LockSupport,28401.0
java.util.concurrent.locks.ReadWriteLock,15356.0
java.util.concurrent.locks.ReentrantLock,52223.0
java.util.concurrent.locks.ReentrantReadWriteLock,49572.0
java.util.concurrent.locks.ReentrantReadWriteLock.ReadLock,27538.0
java.util.concurrent.locks.ReentrantReadWriteLock.WriteLock,34031.0
java.util.concurrent.locks.StampedLock,50130.0
java.util.concurrent.Phaser,51658.0
java.util.concurrent.PriorityBlockingQueue,75435.0
java.util.concurrent.RecursiveAction,24199.0
java.util.concurrent.RecursiveTask,22409.0
java.util.concurrent.RejectedExecutionException,16669.0
java.util.concurrent.RejectedExecutionHandler,12057.0
java.util.concurrent.RunnableFuture,11922.0
java.util.concurrent.RunnableScheduledFuture,13227.0
java.util.concurrent.ScheduledExecutorService,26091.0
java.util.concurrent.ScheduledFuture,9993.0
java.util.concurrent.ScheduledThreadPoolExecutor,80790.0
java.util.concurrent.Semaphore,50058.0
java.util.concurrent.SynchronousQueue,64996.0
java.util.concurrent.ThreadFactory,10421.0
java.util.concurrent.ThreadLocalRandom,57972.0
java.util.concurrent.ThreadPoolExecutor.AbortPolicy,13841.0
java.util.concurrent.ThreadPoolExecutor.CallerRunsPolicy,14028.0
java.util.concurrent.ThreadPoolExecutor.DiscardOldestPolicy,14338.0
java.util.concurrent.ThreadPoolExecutor.DiscardPolicy,13680.0
java.util.concurrent.ThreadPoolExecutor,94555.0
java.util.concurrent.TimeoutException,13209.0
java.util.concurrent.TimeUnit,36068.0
java.util.concurrent.TransferQueue,26002.0
java.util.ConcurrentModificationException,19445.0
java.util.Currency,27541.0
java.util.Date,80293.0
java.util.Deque,65663.0
java.util.Dictionary,22891.0
java.util.DoubleSummaryStatistics,23820.0
java.util.DuplicateFormatFlagsException,16291.0
java.util.EmptyStackException,12083.0
java.util.Enumeration,12202.0
java.util.EnumMap,57149.0
java.util.EnumSet,44189.0
java.util.EventListener,52700.0
java.util.EventListenerProxy,13962.0
java.util.EventObject,18974.0
java.util.FormatFlagsConversionMismatchException,17232.0
java.util.Formattable,15415.0
java.util.FormattableFlags,13139.0
java.util.Formatter.BigDecimalLayoutForm,16391.0
java.util.Formatter,142344.0
java.util.FormatterClosedException,12380.0
java.util.function,
java.util.function.BiConsumer,13515.0
java.util.function.BiFunction,14066.0
java.util.function.BinaryOperator,14836.0
java.util.function.BiPredicate,18289.0
java.util.function.BooleanSupplier,9978.0
java.util.function.Consumer,12759.0
java.util.function.DoubleBinaryOperator,10554.0
java.util.function.DoubleConsumer,12732.0
java.util.function.DoubleFunction,10423.0
java.util.function.DoublePredicate,15634.0
java.util.function.DoubleSupplier,9975.0
java.util.function.DoubleToIntFunction,10211.0
java.util.function.DoubleToLongFunction,10244.0
java.util.function.DoubleUnaryOperator,16028.0
java.util.function.Function,17277.0
java.util.function.IntBinaryOperator,10417.0
java.util.function.IntConsumer,12707.0
java.util.function.IntFunction,10334.0
java.util.function.IntPredicate,15475.0
java.util.function.IntSupplier,9891.0
java.util.function.IntToDoubleFunction,10211.0
java.util.function.IntToLongFunction,10173.0
java.util.function.IntUnaryOperator,15845.0
java.util.function.LongBinaryOperator,10478.0
java.util.function.LongConsumer,12642.0
java.util.function.LongFunction,10363.0
java.util.function.LongPredicate,15528.0
java.util.function.LongSupplier,9921.0
java.util.function.LongToDoubleFunction,10234.0
java.util.function.LongToIntFunction,10173.0
java.util.function.LongUnaryOperator,15908.0
java.util.function.ObjDoubleConsumer,10748.0
java.util.function.ObjIntConsumer,10666.0
java.util.function.ObjLongConsumer,10676.0
java.util.function.Predicate,18491.0
java.util.function.Supplier,9757.0
java.util.function.ToDoubleBiFunction,11047.0
java.util.function.ToDoubleFunction,10549.0
java.util.function.ToIntBiFunction,10944.0
java.util.function.ToIntFunction,10453.0
java.util.function.ToLongBiFunction,10977.0
java.util.function.ToLongFunction,10479.0
java.util.function.UnaryOperator,11653.0
java.util.GregorianCalendar,98055.0
java.util.HashMap,84326.0
java.util.HashSet,41542.0
java.util.Hashtable,92112.0
java.util.IdentityHashMap,68286.0
java.util.IllegalFormatCodePointException,16764.0
java.util.IllegalFormatConversionException,17418.0
java.util.IllegalFormatException,12312.0
java.util.IllegalFormatFlagsException,16270.0
java.util.IllegalFormatPrecisionException,15801.0
java.util.IllegalFormatWidthException,15613.0
java.util.IllformedLocaleException,16599.0
java.util.InputMismatchException,13504.0
java.util.IntSummaryStatistics,21709.0
java.util.InvalidPropertiesFormatException,14217.0
java.util.Iterator,16382.0
java.util.jar,
java.util.jar.Attributes,47001.0
java.util.jar.Attributes.Name,37189.0
java.util.jar.JarEntry,43386.0
java.util.jar.JarException,12895.0
java.util.jar.JarFile,54959.0
java.util.jar.JarInputStream,49967.0
java.util.jar.JarOutputStream,43096.0
java.util.jar.Manifest,25516.0
java.util.jar.Pack200,17350.0
java.util.jar.Pack200.Packer,55414.0
java.util.jar.Pack200.Unpacker,26924.0
java.util.LinkedHashMap,57801.0
java.util.LinkedHashSet,28898.0
java.util.LinkedList,102288.0
java.util.List,80539.0
java.util.ListIterator,26035.0
java.util.ListResourceBundle,24534.0
java.util.Locale.Builder,36396.0
java.util.Locale.Category,16402.0
java.util.Locale.FilteringMode,22827.0
java.util.Locale,141852.0
java.util.Locale.LanguageRange,35788.0
java.util.logging,
java.util.logging.ConsoleHandler,17234.0
java.util.logging.ErrorManager,18283.0
java.util.logging.FileHandler,31099.0
java.util.logging.Filter,9916.0
java.util.logging.Formatter,17788.0
java.util.logging.Handler,31676.0
java.util.logging.Level,34289.0
java.util.logging.Logger,139748.0
java.util.logging.LoggingMXBean,17828.0
java.util.logging.LoggingPermission,14170.0
java.util.logging.LogManager,40191.0
java.util.logging.LogRecord,36984.0
java.util.logging.MemoryHandler,25814.0
java.util.logging.SimpleFormatter,18117.0
java.util.logging.SocketHandler,20164.0
java.util.logging.StreamHandler,25525.0
java.util.logging.XMLFormatter,16283.0
java.util.LongSummaryStatistics,23417.0
java.util.Map.Entry,28152.0
java.util.Map,88628.0
java.util.MissingFormatArgumentException,16471.0
java.util.MissingFormatWidthException,16362.0
java.util.MissingResourceException,15939.0
java.util.NavigableMap,66392.0
java.util.NavigableSet,50697.0
java.util.NoSuchElementException,13451.0
java.util.Objects,33357.0
java.util.Observable,22820.0
java.util.Observer,9730.0
java.util.Optional,36520.0
java.util.OptionalDouble,26375.0
java.util.OptionalInt,26096.0
java.util.OptionalLong,26200.0
java.util.prefs,
java.util.prefs.AbstractPreferences,143610.0
java.util.prefs.BackingStoreException,13327.0
java.util.prefs.InvalidPreferencesFormatException,15983.0
java.util.prefs.NodeChangeEvent,15678.0
java.util.prefs.NodeChangeListener,11219.0
java.util.prefs.PreferenceChangeEvent,17010.0
java.util.prefs.PreferenceChangeListener,10673.0
java.util.prefs.Preferences,122283.0
java.util.prefs.PreferencesFactory,10804.0
java.util.PrimitiveIterator,15825.0
java.util.PrimitiveIterator.OfDouble,18397.0
java.util.PrimitiveIterator.OfInt,18274.0
java.util.PrimitiveIterator.OfLong,18232.0
java.util.PriorityQueue,55320.0
java.util.Properties,61933.0
java.util.PropertyPermission,22850.0
java.util.PropertyResourceBundle,26112.0
java.util.Queue,27743.0
java.util.Random,59813.0
java.util.RandomAccess,8960.0
java.util.regex,
java.util.regex.Matcher,73507.0
java.util.regex.MatchResult,19249.0
java.util.regex.Pattern,82761.0
java.util.regex.PatternSyntaxException,17821.0
java.util.ResourceBundle.Control,69490.0
java.util.ResourceBundle,80769.0
java.util.Scanner,128262.0
java.util.ServiceConfigurationError,14124.0
java.util.ServiceLoader,29473.0
java.util.Set,50926.0
java.util.SimpleTimeZone,72679.0
java.util.SortedMap,38030.0
java.util.SortedSet,33271.0
java.util.spi,
java.util.spi.CalendarDataProvider,15961.0
java.util.spi.CalendarNameProvider,30928.0
java.util.spi.CurrencyNameProvider,17828.0
java.util.spi.LocaleNameProvider,25088.0
java.util.spi.LocaleServiceProvider,23489.0
java.util.spi.ResourceBundleControlProvider,11894.0
java.util.spi.TimeZoneNameProvider,19268.0
java.util.Spliterator,59056.0
java.util.Spliterator.OfDouble,27124.0
java.util.Spliterator.OfInt,26941.0
java.util.Spliterator.OfLong,26943.0
java.util.Spliterator.OfPrimitive,21713.0
java.util.Spliterators.AbstractDoubleSpliterator,27533.0
java.util.Spliterators.AbstractIntSpliterator,27404.0
java.util.Spliterators.AbstractLongSpliterator,27419.0
java.util.Spliterators.AbstractSpliterator,25377.0
java.util.Spliterators,74709.0
java.util.SplittableRandom,48098.0
java.util.Stack,23609.0
java.util.stream,
java.util.stream.BaseStream,20356.0
java.util.stream.Collector.Characteristics,18505.0
java.util.stream.Collector,33975.0
java.util.stream.Collectors,136397.0
java.util.stream.DoubleStream.Builder,14155.0
java.util.stream.DoubleStream,86116.0
java.util.stream.IntStream.Builder,14002.0
java.util.stream.IntStream,88780.0
java.util.stream.LongStream.Builder,14052.0
java.util.stream.LongStream,87931.0
java.util.stream.Stream.Builder,15406.0
java.util.stream.Stream,111895.0
java.util.stream.StreamSupport,34526.0
java.util.StringJoiner,24694.0
java.util.StringTokenizer,27228.0
java.util.Timer,36982.0
java.util.TimerTask,15846.0
java.util.TimeZone,55232.0
java.util.TooManyListenersException,13585.0
java.util.TreeMap,139362.0
java.util.TreeSet,97924.0
java.util.UnknownFormatConversionException,16279.0
java.util.UnknownFormatFlagsException,16202.0
java.util.UUID,31474.0
java.util.Vector,128713.0
java.util.WeakHashMap,57385.0
java.util.zip,
java.util.zip.Adler32,17703.0
java.util.zip.CheckedInputStream,19831.0
java.util.zip.CheckedOutputStream,17561.0
java.util.zip.Checksum,11237.0
java.util.zip.CRC32,17812.0
java.util.zip.DataFormatException,12759.0
java.util.zip.Deflater,47968.0
java.util.zip.DeflaterInputStream,32173.0
java.util.zip.DeflaterOutputStream,33848.0
java.util.zip.GZIPInputStream,23893.0
java.util.zip.GZIPOutputStream,24583.0
java.util.zip.Inflater,32078.0
java.util.zip.InflaterInputStream,33072.0
java.util.zip.InflaterOutputStream,27855.0
java.util.zip.ZipEntry,68098.0
java.util.zip.ZipError,12299.0
java.util.zip.ZipException,13048.0
java.util.zip.ZipFile,61387.0
java.util.zip.ZipInputStream,50558.0
java.util.zip.ZipOutputStream,51946.0
